openalexid,value,key
W4285398293,N/A,N/A
W4361733768,['YOLO'],Data-Centric AI
W4280528504,"['image-to-image translation', 'neural networks', 'unsupervised learning']",Data-Centric AI
W4214572159,"['food waste optimization', 'biobased materials', 'biotechnological cascades']",Decision-Support AI
W4297450526,['AI'],Decision-Support AI
W4291718416,[],Data-Centric AI
W4308824965,"['LSTMs', 'cable-stayed bridge force']",Predictive AI
W4225424797,[],Other
W4293173359,['neural network model'],Data-Centric AI
W4293691705,"['deep learning', 'decision trees']",Predictive AI
W4285307303,"['Transfer Learning', 'Fine-tuning', 'Pre-trained Models']",Data-Centric AI
W4293761125,"['ML HDSS', 'heart disease identification', 'AE', 'ML classifiers']",Predictive AI
W4294001144,N/A,N/A
W4385318660,[],Other
W4292308250,['artificial intelligence'],Decision-Support AI
W4312199125,"['ensemble empirical mode decomposition', 'LSTM', 'PM2.5 concentration prediction']",Predictive AI
W4285278075,[],Other
W4205490115,['AI approach for drug safety'],Predictive AI
W4210740123,"['machine learning', 'knowledge intensive 4.0 Web locations', 'organizational mode']",Decision-Support AI
W4320063448,N/A,N/A
W4394763959,[],Other
W4220968169,"['LSTMs', 'time-series forecasting']",Predictive AI
W4311655242,"['NARX neural network', 'autocorrelation analysis', 'time-series data', 'wireless sensor network', 'sensor nodes', 'structural engineering', 'damage information', 'overall health of the structure', 'node-based monitoring', 'empirical mode decomposition (EMD)', 'time-series preprocessing', 'structural damage']",Data-Centric AI
W4307563849,N/A,N/A
W4310936243,"['pedestrian fall behavior detection', 'SVM']",Decision-Support AI
W4285269903,"['LSTM-based', 'PM 2.5 concentration prediction']",Predictive AI
W4221040111,['LSTMs'],Predictive AI
W4319287650,[],Other
W4283655020,['random forest machine learning technique'],Predictive AI
W4211064356,"['machine learning', 'natural language processing', 'self-organizing map (SOM)', 'supervised learning', 'genomic sequences']",Decision-Support AI
W4226377522,"['deep neural networks', 'RGB images']",Data-Centric AI
W4312643959,"['CNN', 'VGG19', 'ResNet50']",Predictive AI
W4281643788,['machine learning methods'],Predictive AI
W4212917353,N/A,N/A
W4291718616,"['Deep neural networks', 'seismic data', 'multiple elimination', 'inverse-scattering theory']",Data-Centric AI
W4206541843,"['Transformer-based', 'disease outbreak prediction', 'graph-based SEIR models']",Predictive AI
W4312038032,[],Other
W4221042176,N/A,N/A
W4283452281,"['The Game', 'TWINE']",Decision-Support AI
W4360996062,"['Data mining', 'Fuzzy membership degree', 'Neural network layer']",Predictive AI
W4285226067,['long short-term memory network'],Predictive AI
W4312836767,"['Statistical analysis', 'Principal component analysis', 'BP neural network prediction']",Predictive AI
W4309967169,"['agent-based models', 'complexity features', 'modeling human decision', 'path-dependence', 'self-organization']",Decision-Support AI
W4295859482,"['Convolutional Recurrent Neural Network', 'Time-Series Forecasting']",Predictive AI
W4313225878,['logistic regression'],Predictive AI
W4220723876,"['Gaussian Process', 'auto-regressive distributed lag model', 'Hierarchical Bayesian Model']",Predictive AI
W4312334469,"['public opinion prevention and control system', 'machine learning results', 'early warning monitoring results']",Decision-Support AI
W4312550101,['None'],Other
W4221028195,"['IoT sensor analytics', 'LSTM-based']",Predictive AI
W4282978438,"['machine learning techniques', 'data acquisition from molecular and cellular data']",Data-Centric AI
W4283651846,[],Other
W4291743358,"['deep learning', 'seismic data']",Data-Centric AI
W4362709325,"['transformers', 'migration learning']",Data-Centric AI
W4285223068,[],None
W4318186635,"['evacuation path planning system', 'latent variable neural network model', 'map partitioning method']",Decision-Support AI
W4283521143,[],Other
W4402684937,[],Data-Centric AI
W4313032898,"['3D printing', 'biotechnology', 'clean energy technologies', 'blockchain', 'AI', 'big data', 'virtual reality', 'IoT', 'cloud computing', 'network security', 'encryption protocols', 'innovative agricultural and food technologies', 'materials composites', 'quantum computing', 'robots', 'satellites', 'smart transport', 'energy-efficient technologies']",Other
W4296144028,['federated learning'],Decision-Support AI
W4301184461,"['SIR', 'M-SIR', 'LightGBM']",Predictive AI
W4312867017,[],Other
W4286622036,"['machine learning method', 'ffirm efficiency', 'migration effects']",Decision-Support AI
W4366966704,"['Random Forest', 'machine learning']",Predictive AI
W4319777878,"['Transfer Learning', 'Deep Learning Methods', 'Forest Structural Diversity Analysis']",Predictive AI
W4312409606,"['machine learning', 'aerosol parameters', 'satellite data']",Data-Centric AI
W4372215577,['deep learning-based cloudlet load prediction model'],Predictive AI
W4285798870,[],Other
W4220762986,[],Other
W4206230464,"['NNM-1', 'NNM-2', 'NNM-3']",Data-Centric AI
W4306155566,[],Other
W4226141649,[],Other
W4205555848,"['neural networks', 'wave energy flux']",Predictive AI
W4282974845,N/A,N/A
W4285176460,"['AI', 'biometrics', 'blockchain', 'metadata collection']",Data-Centric AI
W4224251392,[],Other
W4313571643,N/A,N/A
W4221075920,"['ResNet50', 'deep network architecture', 'swan surface wave model outputs']",Data-Centric AI
W4283651898,[],Other
W4376058797,['Data handling and integration'],Data-Centric AI
W4221080927,['AI analysis of process and optical inspection data'],Data-Centric AI
W4323309485,"['machine learning', 'docking', 'metadynamics simulations']",Decision-Support AI
W4221065313,N/A,N/A
W3186089347,"['machine learning', 'segmentation']",Data-Centric AI
W4226057395,[],Other
W4286667474,[],Other
W4212935247,"['stacked LSTM', 'LSTM auto-encoder', 'Bi-LSTM', 'convLSTM', 'Holt-Winters', 'auto-regressive (AR)', 'SARIMA', 'Prophet']",Predictive AI
W4323520612,"['one-class classification', 'lightweight neural-network architecture', 'weighted Huber loss', 'Softmax function']",Predictive AI
W4221066469,"['machine learning', 'frequency ratio model']",Data-Centric AI
W4320074767,[],Other
W4313525612,"['graph generative models', 'molecular design']",Data-Centric AI
W4283080282,N/A,N/A
W4308085998,"['Machine-Learning Predictors', 'Random Forest', 'ensemble learning']",Predictive AI
W4206170517,[],Decision-Support AI
W4312559710,['reinforcement learning'],Decision-Support AI
W4221088952,"['tree-based methods', 'LASSO']",Predictive AI
W4293108467,N/A,N/A
W4220673074,"['Lagrangian experiments', 'particle tracing in atmosphere or ocean models', 'virtual particles', 'advective-diffusive behavior', 'time series', 'region of interest', 'source regions', 'target regions', 'trajectory analysis']",Data-Centric AI
W4298263138,[],Other
W4220970833,"['Landsat 8', 'Sentinel-2', 'Random forest', 'XGBoost']",Predictive AI
W4312758359,['AI and Data Analytics techniques'],Decision-Support AI
W4312658290,['drift-diffusion simulations'],Data-Centric AI
W4291717102,"['convolutional neural network (CNN)', 'seismic modeling', 'migration', 'velocity models', 'artificial scatterers', 'dip-angle common-image gathers', 'diffraction separation', 'adaptive subtraction', 'stacked image']",Data-Centric AI
W4224114596,[],Other
W4226488028,"['linear regression', 'subset selection', 'lasso', 'random forest']",Predictive AI
W4379034680,"['water quality prediction', 'deep learning models', 'multi-indicators relationship learning']",Predictive AI
W4220684217,[],Other
W4220842455,[],Other
W4212842489,['reinforcement learning'],Decision-Support AI
W4281759914,[],Other
W4285294743,[],Other
W4320066010,"['deep learning acoustic classifier', 'land-use regression models']",Predictive AI
W4309323086,[],Data-Centric AI
W4213039362,"['Synthetic data creation', 'Data augmentation', 'IoT sensor analytics', 'Network intrusion detection']",Other
W4293206270,[],Other
W4285197192,[],Other
W4320013369,[],Other
W4391370410,"['Satellite imagery preprocessing with CNNs', 'IoT sensor analytics (LSTM-based)']",Data-Centric AI
W4360972930,N/A,N/A
W4313262703,[],Other
W4205259887,[],Other
W4313059988,"['hierarchical linear mixed effects', 'mean and variance polynomial models', 'age-specific correction factors', 'Z-scores', 'healthy children criteria']",Data-Centric AI
W4220990031,"['machine learning emulators', 'chemical transformations', 'tracer transport']",Data-Centric AI
W4295873425,['BP-ANN'],Predictive AI
W4225117714,N/A,N/A
W4221129557,"['General Circulation Models', 'machine learning', 'uncertainty quantification']",Data-Centric AI
W4283660666,[],Data-Centric AI
W4224243018,N/A,N/A
W4224262407,N/A,N/A
W4282971933,"['mass spectrometry-based immunopeptidomics training data', 'deep learning models']",Data-Centric AI
W4312813001,[],Other
W4312737070,N/A,N/A
W4220734953,"['Average Nearest Neighbor', 'Geographic Information Systems (GIS)']",Data-Centric AI
W4225254297,[],Other
W4226317946,[],Other
W4221053293,N/A,N/A
W4220717115,[],Data-Centric AI
W4313214119,N/A,N/A
W4214909050,N/A,N/A
W4283076694,N/A,N/A
W4313787365,[],Other
W4386777997,[],Other
W4223511131,"['transloca', 'Puerto Rican loca', 'drag', 'trans theatrical works']",Data-Centric AI
W4379621106,N/A,N/A
W4307643640,N/A,N/A
W4220935230,N/A,N/A
W4211197754,N/A,N/A
W4384817354,N/A,N/A
W4224302750,N/A,N/A
W4285184247,N/A,N/A
W4283067313,N/A,N/A
W4286631368,N/A,N/A
W4365518753,"['convolutional neural network', 'earthquake magnitude estimation']",Predictive AI
W4320011233,[],Data-Centric AI
W4384916463,['best-worst method'],Decision-Support AI
W4381612792,"['AI systems', 'reducing fragility', 'artificial neural networks']",Decision-Support AI
W4377715974,"['Bayesian neural network', 'contingency probability', 'hybrid neural network']",Predictive AI
W4388416775,[],Other
W4378966442,"['IoT', 'Water management system', 'AI-based system']",Data-Centric AI
W4384575658,"['machine learning models', 'logistic regression', 'random forest', 'neural networks', 'gradient boosting machine']",Predictive AI
W4387581511,"['MB-pol many-body potential', 'deep potential neural network (DPMD)', 'water properties prediction']",Decision-Support AI
W4381330496,"['XGBoost algorithm', 'semi-supervised self-training methods']",Predictive AI
W4391742655,"['synthetic rain intensities', 'outdoor facility', 'disdrometer', 'weather station', 'square meter method']",Data-Centric AI
W4377710626,"['anomaly data detection model', 'RNN cyclic neural network']",Data-Centric AI
W4319069124,"['deep learning', 'graph convolution', 'GRU', 'multi-head self-attention']",Predictive AI
W4387912770,[],Other
W4391516934,[],Other
W4317495077,[],Other
W4388935802,"['Artificial Neural Networks (ANN)', 'Cellular Automata Markov Chain (CA-M)']",Predictive AI
W4390944828,[],Other
W4385482692,"['prediction intervals', 'deep learning', 'fuzzy models']",Predictive AI
W4380879837,['Artificial Neural Network'],Predictive AI
W4389474016,"['CNNs', 'ResNet18', 'SegNet', 'Skip connections', 'Pointwise group convolution', 'Channel shuffling']",Data-Centric AI
W4383312488,"['deep CNN model', 'multi-label classification']",Predictive AI
W4387193166,"['co-reference', 'dependency parsing']",Data-Centric AI
W4387606010,[],Other
W4392944845,"['LSTM', 'CNN']",Data-Centric AI
W4388408868,"['machine learning-based', 'structural maximum inter-story drift ratio']",Predictive AI
W4383752620,"['Deep Learning', 'Pair-Input DL model', 'waveform migration location']",Data-Centric AI
W4372272149,"['genomics', 'proteomics', 'personalized drug dosing', 'individual patient responses']",Decision-Support AI
W4390352694,[],Other
W4386967668,"{'Label': 'AI for Data Enhancement & Monitoring', 'Definition': 'Tools that improve data quality, automate collection/processing, or enable real-time monitoring.', 'Subcategories': {'Data Generation': ['Synthetic data creation (GANs, diffusion models)', 'Data augmentation (neural style transfer)'], 'Data Cleaning': ['Anomaly detection (autoencoder-based)', 'Missing value imputation on precipitation data (kNN imputation)']}, 'Examples': ['Satellite imagery preprocessing with CNNs', 'Diffusion-based satellite data synthesis']}",Data-Centric AI
W4386919573,"['CNN', 'SVM']",Predictive AI
W4386116540,N/A,N/A
W4386066744,['faceAPI.js'],Decision-Support AI
W4387912999,"['Extreme Gradient Boosting (XGBoost)', 'time-series anomalies', 'delinquency prediction']",Predictive AI
W4385455526,"['CNNs', 'chicken monitoring', 'chickens on farms', 'embedded systems', 'side-view', 'top-view videos']",Data-Centric AI
W4390906004,[],Other
W4389496089,"['machine learning-based strategy', 'logistic regression models', 'geospatially referenced signal data', 'vessel classification']",Predictive AI
W4352977321,['logistic regression'],Predictive AI
W4386858746,"['Artificial Neural Network (ANN)', 'Machine Learning (ML)', 'Prediction of damage levels']",Predictive AI
W4390343169,[],Other
W4388726828,['deep learning-based computer vision technology'],Data-Centric AI
W4388623220,"['deep learning', 'support vector machines']",Data-Centric AI
W4387815095,[],Other
W4389958730,"['eCARTv2', 'EHR (Oracle Cerner)']",Data-Centric AI
W4385732266,"['Agency capabilities', 'Post-human decision-making', 'AI system shutdown difficulties']",Decision-Support AI
W4361266046,"['BiLSTM', 'HFMD', 'Time-Series Forecasting', 'Neural networks']",Predictive AI
W4377693371,['image recognition'],Predictive AI
W4387489198,"['machine learning', 'deep learning', 'support vector machines', '3D convolutional neural network', 'functional magnetic resonance imaging']",Predictive AI
W4366823201,"['deep composite encoder-decoder network', 'convolutional neural networks', 'recurrent neural networks', 'variational inference']",Predictive AI
W4387654334,"['AI', 'IoT', 'blockchain']",Data-Centric AI
W4385933972,"['convolutional neural networks', 'retinal fundus image classification']",Predictive AI
W4322011508,"['deep neural network (DNN)', 'seasonal forecast ensembles', 'extreme values']",Predictive AI
W4366376598,"['AI system', 'enterprise financial risk early warning model']",Predictive AI
W4366366119,[],Other
W4394911657,"['NLP', 'sentiment analysis', 'bi-directional recurrent neural network', 'multi-head attention']",Data-Centric AI
W4383501482,['IoT sensor analytics'],Data-Centric AI
W4387802115,['3D deep neural network'],Data-Centric AI
W4394910622,"['preprocessing', 'feature extraction', 'Principal Component Analysis (PCA)', 'WT-ARIMA-ANN']",Data-Centric AI
W4386450707,"['random forest', 'neural network']",Data-Centric AI
W4393656220,"['neural networks', 'non-linear autoregressive', 'fitting neural networks', 'fuzzy systems', 'fuzzy logic']",Predictive AI
W4366373918,"['early warning system', 'predictive analytics model']",Predictive AI
W4319865368,N/A,N/A
W4386451632,['textual data'],Data-Centric AI
W4366485299,['ChatGPT'],Decision-Support AI
W4383341868,"['machine learning', 'classification']",Predictive AI
W4387010730,"['machine learning (ML)', 'deep learning (DL)']",Predictive AI
W4362725961,"['Normal equation', 'gradient descent', 'ridge regression', 'xgboost']",Predictive AI
W4391149176,[],Decision-Support AI
W4387360107,"['API migration', 'small API mapping models', 'Large Language Models (LLMs)', 'API embeddings']",Decision-Support AI
W4386921429,"['Bi-LSTM', 'LSTM']",Predictive AI
W4391382338,"['IoT sensor analytics', 'IoT-based framework']",Data-Centric AI
W4391249880,['CNNs'],Predictive AI
W4383502843,"['Bi-directional Long Short-Term Memory', 'failure early warning model']",Predictive AI
W4384933378,"['Large Language Models (LLMs)', 'Content analysis', 'Crisis management']",Decision-Support AI
W4388949800,"['IoT system', 'camera sensor system', 'computer vision model']",Data-Centric AI
W4378979758,"['BP algorithm', 'neural network']",Decision-Support AI
W4385624001,"['YOLOv7', 'forest fire images', 'edge server RK3588', 'Pyqt5']",Data-Centric AI
W4391936543,"['Linear Regression', 'Decision Trees', 'Random Forest', 'XGBoost', 'CatBoost']",Predictive AI
W4388279590,"['fuzzy neural network model', 'current time series model']",Predictive AI
W4387913104,"['IoT sensor analytics', 'network intrusion detection', 'training & testing of datasets']",Data-Centric AI
W4324373294,['机器学习'],Decision-Support AI
W4387870776,"['Support Vector Classifier', 'Deep Artificial Neural Network', 'Long Short-Term Memory']",Predictive AI
W4378364131,['machine learning algorithm'],Predictive AI
W4389639894,"['augment human decision-making', 'bounded rationality', 'human decision-makers', 'deep uncertainty']",Decision-Support AI
W4389741562,"['Global GDP increase', 'GPT-4', 'Transformer-based', 'ChatGPT']",Predictive AI
W4386698056,"['rule learner', 'patient reported outcomes (ePROs)', 'machine learning algorithm']",Predictive AI
W4387583547,"['autoencoders', 'anomaly detection']",Data-Centric AI
W4321481248,"['machine learning', 'neural network']",Decision-Support AI
W4393172014,[],Other
W4385656722,[],Other
W4387005894,['logistic regression'],Predictive AI
W4382344978,"['artificial intelligence', 'machine learning']",Data-Centric AI
W4389610595,[],Other
W4362496606,"['Deep Learning', 'Transfer Learning', 'Convolutional Neural Networks']",Predictive AI
W4388621210,"['LSTM-based', 'temperature–strain mapping model']",Predictive AI
W4389777271,"['Multilayer Perceptrons', 'Symbolic Regression']",Predictive AI
W4389726453,[],Other
W4388902949,"['LSTM', 'price warning', 'BP neural network']",Predictive AI
W4322010385,"['image inpainting', 'transfer learning']",Data-Centric AI
W4385933929,"['Convolutional Neural Networks (CNNs)', 'Recurrent Neural Networks (RNNs)']",Predictive AI
W4321481062,"['earth system models', 'neural networks', 'parameterizations']",Predictive AI
W4361198655,[],Other
W4387106555,['AI regression models'],Predictive AI
W4386475157,"['Generative AI', 'synthetic media']",Data-Centric AI
W4387801683,"['short-term sea ice forecasting', 'convolutional neural network', 'embedded attention mechanism']",Predictive AI
W4389888113,"['ConvLSTM', 'MRI', 'Brain tumor classification']",Predictive AI
W4385299137,[],Other
W4392211502,['unsupervised machine learning'],Data-Centric AI
W4387855403,[],Decision-Support AI
W4383373778,"['machine learning models', 'gradient boosting', 'forecasts']",Predictive AI
W4392478183,"['machine learning', 'deep learning', 'robotics', 'computer vision', 'autonomous cars', 'corporate organizations', 'decision-making processes', 'artificial intelligence', 'robotic systems']",Decision-Support AI
W4388068351,"['Dynamic decomposed Kalman filter', 'Convolutional Neural Networks', 'Poly-highway forest convolution network', 'Level and driver of deforestation classification']",Predictive AI
W4380047286,[],Decision-Support AI
W4378230828,"['multi-scale convolutional neural network (Ms-CNN)', 'Ocean bottom node (OBN) surveys', '4C elastic imaging', 'sparse data acquisition']",Data-Centric AI
W4317831198,"['artificial neural network', 'supervised learning', 'classification accuracy']",Data-Centric AI
W4386382720,"['artificial neural network (ANN)', 'least square sum vector machine (LSSVM)']",Predictive AI
W4386215058,N/A,N/A
W4316020591,N/A,N/A
W4383535416,['model transfer'],Data-Centric AI
W4386215359,[],Other
W4387589812,[],Other
W4390971089,"['deep learning architecture', 'CellPose', 'Segment Anything Model']",Data-Centric AI
W4386988327,"['LSTMs', 'CNNs']",Predictive AI
W4389197824,[],Other
W4385451316,"['Machine Learning', 'Deep Learning']",Predictive AI
W4386883395,"['deep convolutional neural network', 'fully connected layers', 'feature extraction', 'transfer learning']",Predictive AI
W4378230920,[],Other
W4382052199,"['CNNs', 'ship detection', 'classification']",Predictive AI
W4386849216,[],Data-Centric AI
W4387826174,[],Data-Centric AI
W4388692967,"['neural networks', 'encoders']",Data-Centric AI
W4327565018,"['machine learning models', 'pattern recognition']",Predictive AI
W4391250133,"['image acquisition', 'preprocessing', 'RCNN', 'SVM']",Data-Centric AI
W4389777491,"['fuzzy logic', 'civil protection', 'danger thresholds']",Decision-Support AI
W4382935239,[],Other
W4366818329,"['IoT', 'wireless sensor networks (WSN)', 'drone systems', 'Classification', 'communication protocols', 'various artificial intelligence techniques']",Data-Centric AI
W4366374714,['AI for Agricultural Systems'],Decision-Support AI
W4361251136,"['CNNs', 'ResNet50']",Predictive AI
W4391149200,"['convolutional neural network', 'image classification']",Predictive AI
W4360868524,['Artificial Neural Networks (ANN)'],Predictive AI
W4360610500,"['machine learning models', 'random forest regression']",Predictive AI
W4381510645,['machine learning methods'],Data-Centric AI
W4386329042,[],Other
W4323925109,"['anomaly detection models', 'iterative feedback loops']",Decision-Support AI
W4391639248,"['Memristor', 'Synaptic cores', 'Deep neural networks (DNNs)', 'Spiking neural networks (SNNs)', 'Convolutional neural networks (CNNs)', 'Quantized neural networks (QNN)', 'Resistive random access memory (ReRAM)', 'Phase change random access memory (PCRAM)', 'Ferroelectric random access memory (FeRAM)', 'Synaptic memristor', 'Quantization aware training (QAT)', 'Straight-through estimator (STE)', 'SPICE circuit simulation']",Data-Centric AI
W4321489299,"['deep learning-based earthquake detection', 'phase-picking models']",Data-Centric AI
W4390280021,"['remote sensing', 'deep learning', 'YOLO-V5', 'oil palm trees']",Data-Centric AI
W4389723386,['LSTMs'],Predictive AI
W4379781089,N/A,N/A
W4387451840,"['CNNs', 'seismic data']",Data-Centric AI
W4391217132,"['machine learning', 'VM distribution']",Decision-Support AI
W4361253107,['heterogeneous graph neural networks'],Predictive AI
W4388911967,"['Geometric deep learning', 'molecular property prediction', 'graph neural network architectures', 'solubility prediction']",Predictive AI
W4384158236,"['machine learning', 'predicting rainfall', 'Gaussian Process Regression']",Predictive AI
W4367145753,"['Logistic Regression', 'Deep Neural Networks', 'Convolutional Neural Networks']",Predictive AI
W4386526071,"['machine learning', 'density functional theory', 'graph theory', 'reactivity model', 'hydrogen intercalation potentials']",Predictive AI
W4390401879,"['visual IoT', 'AI-based image processing']",Data-Centric AI
W4385631875,[],Other
W4320736496,[],Data-Centric AI
W4385549456,['Partial Least Squares Structural Equation Modeling (PLS-SEM)'],Data-Centric AI
W4389159066,"['CEEMDAN', 'permutation entropy', 'leakage signal recognition']",Data-Centric AI
W4362670663,"['VGG19', 'DeepLabV3+', 'image style transfer', 'semantic segmentation']",Data-Centric AI
W4390873276,"['neural network', 'spatiotemporal coherence']",Data-Centric AI
W4390642508,"['automated risk analysis', 'AI']",Predictive AI
W4390189981,[],Other
W4387097007,['Back-propagation (BP) neural network'],Data-Centric AI
W4375853815,"['Deep learning', 'Convolutional Neural Network', 'Long Short-Term Memory Model', 'Hybrid model', 'Hidden Markov Model']",Data-Centric AI
W4366547692,[],Other
W4386771768,[],Other
W4366407353,"['Artificial Neural Network', 'IDF curves']",Predictive AI
W4376482313,[],Data-Centric AI
W4383498799,[],Other
W4385257544,[],Other
W4385451244,"['water level sensors', 'image processing']",Data-Centric AI
W4389542968,"['machine learning models', 'logistic regression']",Predictive AI
W4385061931,['machine learning'],Predictive AI
W4379377950,[],Data-Centric AI
W4368353872,"['multilayer perceptron', 'seismic classifier', 'MLP', 'ML']",Predictive AI
W4313887536,"['MLP', 'LSTM', 'regression tree models']",Predictive AI
W4367051651,"['policy approach', 'IoT sensor analytics']",Decision-Support AI
W4324137429,"['Convolutional neural networks', 'Sensor data analysis', 'Fall risk identification']",Decision-Support AI
W4404276534,"['AI', 'data migration']",Data-Centric AI
W4366390311,"['machine learning models', 'hypotension']",Predictive AI
W4380576755,"['artificial intelligence', 'craniofacial health', 'multi-omics']",Data-Centric AI
W4381053920,['spatial error model'],Predictive AI
W4389777173,N/A,N/A
W4362665155,"['deep neural networks', 'fault picking', 'synthetic data']",Data-Centric AI
W4384502433,N/A,N/A
W4391381655,"['Natural Language Processing', 'Text Mining']",Data-Centric AI
W4379377600,[],Other
W4392945142,"['LSTM', 'soil moisture prediction']",Predictive AI
W4389366109,['WeaponData_VN'],Data-Centric AI
W4390332021,"['Radar', 'Lidar', 'mmWave radar', 'camera', 'motion-capture system']",Data-Centric AI
W4387827834,[],Other
W4322495243,['AI'],Decision-Support AI
W4391093852,"['GRU neural networks', 'weather predictions']",Predictive AI
W4390481143,['GCNNs'],Data-Centric AI
W4390190387,"['deep learning models', 'wind and solar renewable energy power forecasting']",Predictive AI
W4385257211,['biosensors'],Data-Centric AI
W4385069504,"['matrix completion', 'Shapley values']",Predictive AI
W4321480251,"['image encoder', 'pressure encoder', 'ResNet architecture', 'transformer architecture']",Data-Centric AI
W4391698684,[],Other
W4378192230,"['machine learning model', 'species identification', 'CNNs']",Predictive AI
W4387010110,"['machine learning models', 'meteorological data', 'population migration patterns', 'influent flow rate', 'nutrient loads']",Predictive AI
W4382139435,[],Decision-Support AI
W4383502452,"['LSTM', 'CNN']",Predictive AI
W4318483854,[],Other
W4386211292,"['image scaling', 'rotation', 'shift scale', 'RGB shift', 'contrast', 'normalization', 'K-Means', 'mean', 'entropy', 'standard deviation', 'variance', 'WG-CNN']",Data-Centric AI
W4377003293,"['AI application', 'customary international law']",Decision-Support AI
W4389061147,[],Other
W4383213541,[],Decision-Support AI
W4385766406,N/A,N/A
W4392981963,[],Data-Centric AI
W4392941495,"['VADER', 'sentiment analysis']",Data-Centric AI
W4391641475,"['machine learning model', 'crop yield forecasting']",Predictive AI
W4392255012,"['LSTM', 'time series forecasting']",Predictive AI
W4387439513,N/A,N/A
W4394596973,"['LSTM', 'Random Forest']",Predictive AI
W4388280416,['LSTM'],Predictive AI
W4318566852,['IoT sensor analytics'],Data-Centric AI
W4378229774,"['Detection Transformer', 'CNN backbone', 'Transformer encoder-decoder block', 'Hungarian loss']",Data-Centric AI
W4382365382,"['networking-based virtual training', 'human system integration', 'data capture', 'information processing']",Decision-Support AI
W4387803704,"['IoT sensor analytics', 'Deep neural networks (DNN)', 'LSTM-based models']",Predictive AI
W4379515589,"['support vector machine', 'decision tree', 'random forest', 'extreme gradient-boosting']",Predictive AI
W4389978213,['machine learning-based approach'],Predictive AI
W4387331378,"['deep learning', 'change detection task', 'bi-temporal RS images', 'pseudo bi-temporal data generator', 'consistency regularization']",Data-Centric AI
W4382362030,"['LSTM', 'supervised learning']",Predictive AI
W4389722693,"['Unsupervised deep learning', 'Invertible Neural Networks (INNs)']",Data-Centric AI
W4367017371,"['Discrete Wavelet Transform (DWT)', 'Heart Sound Envelogram (HSE)', 'Mel Frequency Cepstral Coefficients (MFCC)']",Data-Centric AI
W4377969800,"['Machine Learning', 'hardware vulnerabilities', 'IoT domain', 'vulnerability impact vector classification']",Predictive AI
W4390049087,"['machine learning', 'machine learning approach', 'machine learning model', 'machine learning for']",Predictive AI
W4387696989,"['XGBoost', 'sea level data', 'tsunami early warning system']",Predictive AI
W4381598964,"['proteomics', 'RNA-sequencing']",Data-Centric AI
W4389989468,[],Other
W4390394633,"['BILSTM', 'CRF']",Predictive AI
W4387769144,['LSTM'],Predictive AI
W4385154043,"['DeepDSFusion', 'Dempster-Shafer theory', 'Data augmentation', 'rotation transform', 'scale transform']",Decision-Support AI
W4387235101,"['Digital Twin', 'ecosystem services', 'biodiversity enhancement', 'decision-making', 'marine industry', 'AI-driven insights']",Decision-Support AI
W4379617117,"['3S-AE-CNN', 'wave features']",Data-Centric AI
W4383503259,"['regression analysis', 'spatiotemporal models', 'ARIMA models', 'propagation dynamics models', 'geographic visualization techniques', 'big data', 'geographic information systems', ' IoT sensor analytics', ' LSTM-based', ' disease modeling', ' model selection', ' disease characteristics']",Decision-Support AI
W2896182080,"['IoT sensor analytics (LSTM-based)', 'Network intrusion detection (graph neural networks)', 'Synthetic data creation (GANs, diffusion models)', 'Anomaly detection (autoencoder-based)', 'Missing value imputation on precipitation data (kNN imputation)']",Data-Centric AI
W4389196488,['machine learning attribution techniques'],Predictive AI
W4366824357,"['IoT sensor analytics', 'LSTM-based', 'CNNs']",Data-Centric AI
W4389485488,['machine learning'],Predictive AI
W4380290540,[],Other
W4387691817,[],Predictive AI
W4393407001,"['YOLOvS deep learning models', 'AlexNet', 'VGG16', 'VGG19', 'GoogleNet', 'InceptionV3', 'ResNet-1S', 'ResNet-50', 'ResNet-101', 'DenseNet-201', 'NasNetLarge', 'EfficientNet-b0', 'MobileNetV2', 'SqueezeNet']",Predictive AI
W4387299696,[],Other
W4376055333,['Intuition AI'],Predictive AI
W4385196562,[],Data-Centric AI
W4389332233,"['LSTMs', 'forecasts']",Predictive AI
W4324291189,"['fingerprint networked reinforcement learning', 'multiagent system']",Decision-Support AI
W4323545273,"['Computer-Aided Text Analysis', 'machine learning-based sentiment analysis']",Decision-Support AI
W4387802125,"['Synthetic Aperture Radar (SAR)', 'Automatic Identification System (AIS)']",Data-Centric AI
W4387829496,"['Satellite imagery preprocessing', 'AI edge processing', 'Real-time data processing']",Data-Centric AI
W4376610701,"['machine learning', 'ML models', 'Random Forest', 'root mean square error']",Predictive AI
W4383501441,['neural network'],Predictive AI
W4387803925,"['BiLSTM', 'BiGRU']",Predictive AI
W4379095103,['machine learning (ML)'],Predictive AI
W4390830782,[],Other
W4387090468,"['LSTM', 'ground monitoring']",Predictive AI
W4384158746,['MTCN'],Predictive AI
W4389224949,"['deep CNN RegNetY', 'vision transformer EfficientFormer v2']",Data-Centric AI
W4391129738,['machine learning'],Decision-Support AI
W4383710834,[],Other
W4386825379,"['semi-supervised deep neural network-based cross-frequency GPR data inversion', 'adversarial learning', 'random perturbation strategy', 'mean teacher architecture']",Data-Centric AI
W4391699867,"['3D simulation', 'Python', 'dataset generation', 'neural network training']",Data-Centric AI
W4386085616,"['Word2vec', 'fastText', 'CNN architecture']",Predictive AI
